"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Lily22",2100,0.0507313596137431,0.00125769033963572,0.0017532079698908,0.0539595277632368,0.300650878274377,0.00730554670082972,0.00730488407916055,0.00827151891689249,0.504210135029957,0.000316336496134614,0.00224009048193386,0.000716107947006129,0.00444159541175861,0.00254911973318911,0.0280037980026518,0.00027496898405552,0.00654305968006767,0.00666110313941007,0.00800973471118872,0.0012949144286972,0.00279510630774829,0.000709315988435501
"Lily23",2200,0.0524373998791881,0.00127289190151627,0.00174914251070571,0.0520645962616737,0.320274861131324,0.00741198596324558,0.00727009006576699,0.00737338244018216,0.488234252825695,0.000149641208682624,0.00204256316121726,0.000600081947576268,0.00434590985380406,0.00184686912872161,0.0281096046308447,0.000385886642468407,0.00641139011834013,0.0051288762452253,0.0079707467664856,0.00148243111502282,0.0027056100199824,0.000731786182331216
"Lily24",2300,0.0531614282585773,0.00147878639495613,0.00188955085662738,0.0499907890768567,0.335483265952247,0.00753583462973719,0.00771154339930722,0.00752754234059765,0.474779577431939,7.68016875428591e-05,0.00209592327029288,0.000543149229307597,0.00429550709696383,0.00133997565667429,0.028267117605037,0.000428477015531204,0.00628050030471986,0.00420317152580032,0.0078325175862432,0.00142381065971569,0.00281459133436908,0.000840138686957023
"Lily25",2400,0.051775337676821,0.00198576150543699,0.00195040650996261,0.0475363709017321,0.34313785325798,0.00794469904754223,0.00871500535916959,0.00893266749915653,0.466916688242222,8.78578754995456e-05,0.00232654059611916,0.000493640573955935,0.0043040652104176,0.00190624249144303,0.027800399762986,0.000462664864413366,0.00638053358145342,0.00425807447241519,0.00793414894750549,0.00124817516867503,0.00278646021948588,0.00111640623560718
"Lily26",2500,0.0486462798159345,0.00253258714279106,0.00233379883012669,0.0445410229835503,0.349343195217279,0.00886585318517146,0.00964747791924983,0.0116126992049729,0.460923838292641,9.80223527801412e-05,0.00273575317238785,0.000374862150503255,0.00437492227792906,0.00255190123349396,0.0272087032164344,0.000444681966006593,0.0062333488104179,0.00463660015526586,0.00777696584467848,0.00114432129599147,0.00270558464678965,0.00126758028560484
"Lily27",2600,0.0450438313698429,0.00310405750233052,0.00254727601623975,0.0425059076993759,0.350148268705332,0.00949272671466967,0.0101077296594604,0.0145007443561883,0.458779341450151,0.000146782934963869,0.00370321022915662,0.000373478100828296,0.00460761438225081,0.0035187080380635,0.0265095534797257,0.000397474487869841,0.00629456753046217,0.00527656022603689,0.00812340885491564,0.000991174925547532,0.00260103708838201,0.00122654624820601
"Lily28",2700,0.0409800917762616,0.00332218204951823,0.0026400614425535,0.0406045517145697,0.350542048623827,0.00966963440976072,0.0104620141340011,0.0169394555231398,0.459692214345279,0.000231370126906312,0.00500342299369861,0.000457704643531317,0.00481808293819756,0.00367425639267764,0.0252698630414471,0.000360457615289274,0.00630319709773472,0.00598011726845864,0.00877472585479237,0.0008257679906424,0.00235926678742451,0.00108951323028842
"Lily29",2800,0.0378950731850109,0.00335077833855198,0.00266602952622369,0.0392506047791364,0.352065334377362,0.00968806559373576,0.010442951680527,0.0182898161609069,0.460955023158559,0.000303307975814168,0.0062750489961035,0.000559407909299113,0.00496375445182496,0.00326050520358175,0.0237342126843699,0.000366981108442613,0.00616899475928819,0.00673082806559714,0.0093100558003637,0.000800130260593409,0.00204940470415948,0.00087369128054793
"Lily30",2900,0.0369937105620395,0.00335695825553317,0.00275153415695239,0.0384673061262032,0.358158320631763,0.00948333399855948,0.00990522135717977,0.0184419889778408,0.457532370048831,0.000313429945556103,0.0071508767291163,0.000656032856005815,0.00496076415684324,0.00272902318687012,0.0226817077420472,0.00033257157997823,0.00586886521638967,0.00738604910739099,0.00941043605873227,0.000811350510966095,0.00193967192062277,0.000668476874578224
"Lily31",3000,0.0352269383903207,0.00337870190568198,0.0022894631621215,0.0369897983977137,0.365412967821151,0.00814354375303767,0.00865119367409841,0.0176893142076854,0.45905992581237,0.000325368260930026,0.00760220228987481,0.000813324055911744,0.00470612115286094,0.00207063683803582,0.0216954825075963,0.000325368260930026,0.0057647723467089,0.00699450544173422,0.0097168617568564,0.0008673724684794,0.00170964354676377,0.000566493949136536
"Lily32",3100,0.0334167033881356,0.00350853661895598,0.00201366617652747,0.0343136486270598,0.372702616235905,0.006538256189547,0.00765939970154503,0.0162118102755681,0.463515917872316,0.000329958078066697,0.00730841988273787,0.000782003792048984,0.00431360008347769,0.00135135531157857,0.0217558326511654,0.000329958078066697,0.00556867857061828,0.00637564625413457,0.00889211877490186,0.000966335290558007,0.00155602172571158,0.000589516421373783
"Lily33",3200,0.0326087100957961,0.00331166836099922,0.00159509015115336,0.0317898443109388,0.382179580806905,0.00506934788152518,0.00676622239000989,0.0153667731794387,0.463823230966057,0.000271305916239286,0.00654478541181185,0.000645635216919161,0.00377319829330201,0.00106147151803169,0.02245207720603,0.000271305916239286,0.00546814167606094,0.00579456886898938,0.00799753020326973,0.00114864508532561,0.00139714129275576,0.000663725252201567
